NAMESPACE     LAST SEEN   TYPE      REASON             OBJECT                                                   MESSAGE
monitoring    2m18s       Warning   Unhealthy          pod/prometheus-grafana-5875d7786f-fppqk                  Liveness probe failed: Get "http://10.96.0.171:3000/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
kube-system   9m19s       Warning   Unhealthy          pod/hubble-relay-7cf68b958c-2lhv6                        Startup probe failed: timeout: failed to connect service "10.96.1.123:4222" within 1s: context deadline exceeded
monitoring    25m         Normal    Created            pod/prometheus-grafana-5875d7786f-fppqk                  Created container: grafana
monitoring    25m         Normal    Started            pod/prometheus-grafana-5875d7786f-fppqk                  Started container grafana
monitoring    78s         Normal    Killing            pod/prometheus-grafana-5875d7786f-fppqk                  Container grafana failed liveness probe, will be restarted
monitoring    7m18s       Normal    Pulled             pod/prometheus-grafana-5875d7786f-fppqk                  Container image "docker.io/grafana/grafana:11.0.0" already present on machine
kube-system   59m         Normal    Created            pod/coredns-6d6cb66b-8p787                               Created container: coredns
kube-system   59m         Normal    Started            pod/coredns-6d6cb66b-8p787                               Started container coredns
kube-system   59m         Normal    Pulled             pod/coredns-6d6cb66b-8p787                               Container image "602401143452.dkr.ecr.ap-southeast-1.amazonaws.com/eks/coredns:v1.13.2-eksbuild.4" already present on machine
kube-system   2m29s       Warning   BackOff            pod/hubble-ui-576dcd986f-9bpbs                           Back-off restarting failed container frontend in pod hubble-ui-576dcd986f-9bpbs_kube-system(b19ca7ec-22a0-454e-b4b6-8511b883cd32)
kube-system   59m         Normal    Killing            pod/coredns-6d6cb66b-8p787                               Container coredns failed liveness probe, will be restarted
kube-system   59m         Normal    SuccessfulCreate   replicaset/coredns-6d6cb66b                              Created pod: coredns-6d6cb66b-d9rqj
kube-system   59m         Normal    Scheduled          pod/coredns-6d6cb66b-d9rqj                               Successfully assigned kube-system/coredns-6d6cb66b-d9rqj to ip-10-0-10-178.ap-southeast-1.compute.internal
kube-system   59m         Normal    Killing            pod/coredns-6d6cb66b-8p787                               Stopping container coredns
kube-system   59m         Normal    Started            pod/coredns-6d6cb66b-d9rqj                               Started container coredns
kube-system   59m         Normal    Created            pod/coredns-6d6cb66b-d9rqj                               Created container: coredns
kube-system   59m         Normal    Pulled             pod/coredns-6d6cb66b-d9rqj                               Container image "602401143452.dkr.ecr.ap-southeast-1.amazonaws.com/eks/coredns:v1.13.2-eksbuild.4" already present on machine
monitoring    12m         Normal    Killing            pod/prometheus-prometheus-kube-prometheus-prometheus-0   Container prometheus failed startup probe, will be restarted
benchmark     49m         Normal    Scheduled          pod/fortio-86dcc7d967-7sprp                              Successfully assigned benchmark/fortio-86dcc7d967-7sprp to ip-10-0-10-178.ap-southeast-1.compute.internal
benchmark     49m         Normal    SuccessfulCreate   replicaset/fortio-86dcc7d967                             Created pod: fortio-86dcc7d967-7sprp
benchmark     49m         Normal    Scheduled          pod/echo-6b966c8588-kq9vt                                Successfully assigned benchmark/echo-6b966c8588-kq9vt to ip-10-0-10-178.ap-southeast-1.compute.internal
benchmark     49m         Normal    Killing            pod/echo-6b966c8588-klgn7                                Stopping container echo
benchmark     49m         Normal    Killing            pod/fortio-86dcc7d967-rtdf5                              Stopping container fortio
benchmark     49m         Normal    SuccessfulCreate   replicaset/echo-6b966c8588                               Created pod: echo-6b966c8588-kq9vt
benchmark     49m         Normal    Pulling            pod/echo-6b966c8588-kq9vt                                Pulling image "hashicorp/http-echo:1.0"
benchmark     49m         Normal    Pulling            pod/fortio-86dcc7d967-7sprp                              Pulling image "fortio/fortio:1.74.0"
benchmark     48m         Normal    Pulled             pod/fortio-86dcc7d967-7sprp                              Successfully pulled image "fortio/fortio:1.74.0" in 5.289s (5.289s including waiting). Image size: 7520463 bytes.
benchmark     48m         Normal    Created            pod/fortio-86dcc7d967-7sprp                              Created container: fortio
benchmark     48m         Normal    Started            pod/fortio-86dcc7d967-7sprp                              Started container fortio
benchmark     48m         Normal    Started            pod/echo-6b966c8588-kq9vt                                Started container echo
benchmark     48m         Normal    Pulled             pod/echo-6b966c8588-kq9vt                                Successfully pulled image "hashicorp/http-echo:1.0" in 5.158s (5.158s including waiting). Image size: 4631705 bytes.
benchmark     48m         Normal    Created            pod/echo-6b966c8588-kq9vt                                Created container: echo
monitoring    18m         Normal    Scheduled          pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Successfully assigned monitoring/prometheus-kube-state-metrics-7cdf9894f9-pz47z to ip-10-0-10-104.ap-southeast-1.compute.internal
monitoring    18m         Normal    SuccessfulCreate   replicaset/prometheus-kube-state-metrics-7cdf9894f9      Created pod: prometheus-kube-state-metrics-7cdf9894f9-pz47z
monitoring    18m         Normal    Pulling            pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Pulling image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0"
monitoring    18m         Normal    Pulled             pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Successfully pulled image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0" in 1.866s (1.866s including waiting). Image size: 13702190 bytes.
monitoring    3m32s       Normal    Started            pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Started container kube-state-metrics
monitoring    3m32s       Normal    Created            pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Created container: kube-state-metrics
monitoring    15m         Warning   Unhealthy          pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Liveness probe failed: Get "http://10.0.10.247:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
monitoring    15m         Warning   Unhealthy          pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Readiness probe failed: Get "http://10.0.10.247:8080/": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
monitoring    3m32s       Normal    Pulled             pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Container image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0" already present on machine
monitoring    2m48s       Warning   BackOff            pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Back-off restarting failed container kube-state-metrics in pod prometheus-kube-state-metrics-7cdf9894f9-pz47z_monitoring(8aef6b18-48f3-480b-a3f5-f4c8fa38716b)
monitoring    12m         Normal    Killing            pod/prometheus-kube-state-metrics-7cdf9894f9-pz47z       Container kube-state-metrics failed liveness probe, will be restarted
