NAMESPACE     LAST SEEN   TYPE      REASON             OBJECT                                                         MESSAGE
monitoring    53m         Normal    Scheduled          pod/prometheus-kube-prometheus-operator-5bd97f6986-svtqm       Successfully assigned monitoring/prometheus-kube-prometheus-operator-5bd97f6986-svtqm to ip-10-0-10-206.ap-southeast-1.compute.internal
monitoring    53m         Normal    Pulling            pod/prometheus-kube-prometheus-operator-5bd97f6986-svtqm       Pulling image "quay.io/prometheus-operator/prometheus-operator:v0.74.0"
monitoring    53m         Normal    Scheduled          pod/prometheus-prometheus-node-exporter-zfptq                  Successfully assigned monitoring/prometheus-prometheus-node-exporter-zfptq to ip-10-0-10-244.ap-southeast-1.compute.internal
monitoring    53m         Normal    Killing            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Stopping container config-reloader
monitoring    53m         Normal    Scheduled          pod/prometheus-prometheus-node-exporter-jqb47                  Successfully assigned monitoring/prometheus-prometheus-node-exporter-jqb47 to ip-10-0-10-72.ap-southeast-1.compute.internal
monitoring    53m         Normal    Created            pod/prometheus-prometheus-node-exporter-brrgj                  Created container: node-exporter
monitoring    53m         Normal    SuccessfulCreate   replicaset/prometheus-kube-prometheus-operator-5bd97f6986      Created pod: prometheus-kube-prometheus-operator-5bd97f6986-svtqm
monitoring    53m         Normal    Pulled             pod/prometheus-prometheus-node-exporter-brrgj                  Container image "quay.io/prometheus/node-exporter:v1.8.0" already present on machine
monitoring    53m         Normal    SuccessfulCreate   daemonset/prometheus-prometheus-node-exporter                  Created pod: prometheus-prometheus-node-exporter-brrgj
monitoring    53m         Normal    Scheduled          pod/prometheus-kube-state-metrics-7cdf9894f9-d4njt             Successfully assigned monitoring/prometheus-kube-state-metrics-7cdf9894f9-d4njt to ip-10-0-10-244.ap-southeast-1.compute.internal
monitoring    53m         Normal    Pulling            pod/prometheus-kube-state-metrics-7cdf9894f9-d4njt             Pulling image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0"
monitoring    53m         Normal    SuccessfulCreate   daemonset/prometheus-prometheus-node-exporter                  Created pod: prometheus-prometheus-node-exporter-zfptq
monitoring    53m         Normal    SuccessfulCreate   daemonset/prometheus-prometheus-node-exporter                  Created pod: prometheus-prometheus-node-exporter-jqb47
monitoring    53m         Normal    Pulling            pod/prometheus-grafana-5875d7786f-w2bdb                        Pulling image "quay.io/kiwigrid/k8s-sidecar:1.26.1"
